026032003;7891234001313;UN;6,190833;COD;SUP
026034012;7896007865925;UN;2,61;COD;SUP
026036012;7896007865949;UN;2,41;COD;SUP
026037018;7891000586402;UN;3,0275;COD;SUP
026035018;7891000001899;UN;1,515909;COD;SUP
026036019;7896007810017;UN;4,24;COD;SUP
026040019;7896007811052;UN;2,47;COD;SUP
026041019;7896007801008;UN;6,88;COD;SUP
026042019;7896007800001;UN;6,16;COD;SUP
026043019;7896007811007;UN;,913;COD;SUP
026044003;7894000050416;UN;4,696667;COD;SUP
026045003;7894000050423;UN;5,053958;COD;SUP
026047004;7896387016986;UN;3,79;COD;SUP
026048004;7896387016993;UN;3,95;COD;SUP
026050005;7896036090879;UN;2,42;COD;SUP
026076022;7896048258038;UN;2,970083;COD;SUP
026077022;7896048255013;UN;2,040917;COD;SUP
026078022;7896048200105;UN;2,302722;COD;SUP
069037004;7897562307844;PC;4,416667;BEM;SUP
363081008;7896185980045;FR;67,545;ANTIB;PVE
038099052;7898914315692;UN;1,6275;SOB;SUP
038088052;7898914315623;UN;1,720278;SOB;SUP
038090052;7898914315616;UN;1,283333;SOB;SUP
038091052;7898914315630;UN;1,131667;SOB;SUP
038198052;7898914315678;UN;1,545;SOB;SUP
023005012;7898914315210;UN;1,559167;MSS;SUP
023035012;7898914315067;UN;1,06;MSS;SUP
042025005;7892840204914;UN;3,009474;SLD;SUP
028019004;7899989901902;UN;1,626;ESP;SUP
036396017;7898141260130;UN;2,066629;BIS;SUP
027007004;7891095150304;UN;1,784257;TEM;SUP
027008004;7891095605583;UN;1,78875;TEM;SUP
027009004;7891095006113;UN;1,58;TEM;SUP
027010019;7891000037270;UN;1,585833;TEM;SUP
118093033;7891027127671;UN;19,99;PAP;SUP
122087017;7896444600561;UN;17,286667;TAL;SUP
122088017;7896444600578;UN;22,136667;TAL;SUP
025128007;7891132001125;PCT;5,78;SOP;SUP
025129007;7891132001118;PCT;5,78;SOP;SUP
131174006;7896444600790;UN;3,498333;ALU;SUP
131149006;7896444600882;UN;14,54;ALU;SUP
040081009;7896104873311;UN;2,24;MAC;SUP
141195004;4891138811325;UN;12,24;ELE;SUP
036158009;7891000008904;UN;1,895385;BIS;SUP
065264027;7896691102634;UN;1,99;IOU;SUP
065007027;7896691102627;UN;1,89;IOU;SUP
038261013;7891048044292;CX;,892;SOB;SUP
363092006;7896382702747;FR;24,29875;ANTIB;PVE
422006002;7893223000239;UN;116,48;LATB;PVE
037043012;7896004401386;UN;5,04;DOC;SUP
071128006;7891962016795;LT;26,43;PID;SUP
071131006;7891962016801;UN;15,76;PID;SUP
071132009;7891053011432;UN;16,16;PID;SUP
045527009;7896098900833;UN;,52;HPE;SUP
044568028;7896013504207;FR;5,683333;HCA;SUP
444169001;9990010763679;SC;97,894;SEME;PVE
444170001;9990010763686;SC;109,554;SEME;PVE
444171001;9990010763693;SC;106,458;SEME;PVE
444172001;9990010763709;SC;103,552;SEME;PVE
444173001;9990010763716;SC;107,26;SEME;PVE
429001004;7897889104157;UN;,8;SERING;PVE
444158005;7896026026222;EV;,3025;SEME;PVE
021049006;7891095200191;UN;1,65;FAR;SUP
021050006;7891095200184;UN;,94;FAR;SUP
021051006;7891095006878;UN;,99;FAR;SUP
021052006;7891095200207;UN;,68125;FAR;SUP
021053006;7891095300808;UN;1,454615;FAR;SUP
021054006;7891095200214;UN;1,162;FAR;SUP
021056006;7891095010837;UN;2,4775;FAR;SUP
021057020;7896256040333;UN;1,830556;FAR;SUP
021058020;7896256040241;UN;,66;FAR;SUP
023001005;7896193800168;UN;1,975714;MSS;SUP
021008011;7896685601419;UN;1,5;FAR;SUP
021034011;7896685600047;UN;1,452;FAR;SUP
045457004;7891150003880;UN;4,1125;HPE;SUP
045458005;4005808837373;UN;7,091667;HPE;SUP
045459012;7791293012889;FR;3,599333;HPE;SUP
045461004;7891150007451;FR;4,2;HPE;SUP
045462004;7891150007413;FR;4,2;HPE;SUP
045463004;7891150007437;FR;3,575833;HPE;SUP
034094014;7891331002992;UN;2,99;FIN;SUP
034095014;7891331009908;UN;2,99;FIN;SUP
027011019;7891000037300;UN;1,584167;TEM;SUP
027012019;7891000037256;UN;1,587917;TEM;SUP
027013008;7891132081011;UN;1,96;TEM;SUP
027014008;7891132082117;UN;2,0716;TEM;SUP
027015008;7891132080021;UN;3,23;TEM;SUP
027016008;7891132013012;UN;3,989;TEM;SUP
027017008;7891132010080;UN;1,3;TEM;SUP
027018008;7891132012015;UN;2,090833;TEM;SUP
027019008;7891132015016;UN;16,366667;TEM;SUP
027021008;7891132011018;UN;3,3995;TEM;SUP
027022004;7891095005543;UN;4,634167;TEM;SUP
027023004;7891095605408;UN;1,796667;TEM;SUP
027024004;7891095605323;UN;1,784231;TEM;SUP
027025004;7891095605576;UN;1,737981;TEM;SUP
027028006;7896021305315;UN;3,96;TEM;SUP
027026004;7891095605569;UN;1,713888;TEM;SUP
027029006;7896021305308;UN;1,005833;TEM;SUP
027030010;7891132019403;UN;2,24;TEM;SUP
027031010;7891132000449;UN;1,88;TEM;SUP
027032010;7891132019717;UN;2,24;TEM;SUP
027034010;7891132001101;UN;1,9;TEM;SUP
025032006;7891700080439;UN;1,251125;SOP;SUP
067020002;7893000514973;PT;1,570208;GORD;SUP
024035010;7897517206741;SCH;,78;TOM;SUP
045530005;4005808646333;CJ;11,26;HPE;SUP
045531005;4005808646340;UN;6,974545;HPE;SUP
045532005;4005808642571;CJ;25,20875;HPE;SUP
037241025;7897906300135;PT;9,5;DOC;SUP
444159005;7896026070225;EV;,3025;SEME;PVE
444160005;7896026161220;EV;,33;SEME;PVE
444161005;7896026195225;EV;,2375;SEME;PVE
444162005;7896026216227;EV;,24;SEME;PVE
444163005;7896026240222;EV;,308;SEME;PVE
444164005;7896026972222;EV;,237727;SEME;PVE
444165005;7896026391238;EV;,497;SEME;PVE
444166005;7896026432238;EV;,497;SEME;PVE
444167005;7896026456234;EV;,497;SEME;PVE
444174001;9990010763723;SC;155,918;SEME;PVE
444175001;9990010763730;SC;138,85;SEME;PVE
041613020;7896058516173;PCT;2,69;BOM;SUP
508004001;9990010764089;UN;12,7325;VIDR;PVE
508005001;9990010764096;UN;12,73;VIDR;PVE
045529005;4005808612741;CJ;9,22;HPE;SUP
140004004;7894650101018;UN;10,35;AUT;SUP
140005002;7896636543744;FR;8,310833;AUT;SUP
140006002;7896636543768;FR;7,6;AUT;SUP
041376004;7891118009626;PCT;2,78;BOM;SUP
026098028;7896181500124;FR;4,342778;COD;SUP
045464002;7891024112090;UN;1,27;HPE;SUP
045465004;7891150003231;UN;,617207;HPE;SUP
359020009;7895559070023;FR;5,640833;VERMIF;PVE
045466004;7891150003224;UN;,8;HPE;SUP
045467004;7891150003200;UN;1;HPE;SUP
026100003;7894000050034;PET;4,505;COD;SUP
044489004;7891150001008;FR;3,632167;HCA;SUP
019002002;7896641000010;PCT;8,48726;CER;SUP
049158005;7891350025187;UN;7,235;TOU;SUP
377025007;7898019863647;FR;68,626774;HORMO;PVE
045612038;7896000714404;UN;4,232083;HPE;SUP
045614038;7896000714435;UN;4,272083;HPE;SUP
960304012;7909006337338;PR;23,98;BAZAR;SUP
041679004;7898142856325;CX;3,29;BOM;SUP
065306006;7891000029527;BJ;3,567333;IOU;SUP
065308006;7891000197103;BJ;3,89;IOU;SUP
065309006;7891000037812;BJ;3,89;IOU;SUP
140036002;7896636543980;FR;9,045833;AUT;SUP
140034009;7896264812403;LAT;7,95;AUT;SUP
140035002;7896636543805;FR;12,59;AUT;SUP
140039002;7896636543997;FR;9,79;AUT;SUP
140040002;7896636541801;FR;35,133429;AUT;SUP
415008005;9990010747280;UN;21,950833;FILT;PVE
506002001;9990010674937;UN;1,71;PORCA;PVE
470007002;9990002204692;UN;1,13;PARA;PVE
096058003;7896048953575;PCT;13,5;ANI;SUP
025034003;7891095158157;UN;4,81;SOP;SUP
025035005;7894000033860;UN;,783;SOP;SUP
025036005;7894000033808;UN;,7875;SOP;SUP
025028005;7891150012363;UN;1,646062;SOP;SUP
025029005;7891150012318;UN;,761458;SOP;SUP
025037005;7894000033730;UN;,85;SOP;SUP
025038005;7891700202510;UN;,803165;SOP;SUP
025039005;7894000000350;UN;2,05;SOP;SUP
025031005;7894000000275;UN;,92;SOP;SUP
025041005;7894000000268;UN;,78;SOP;SUP
025042005;7891700203852;UN;,80102;SOP;SUP
025043005;7891700200523;UN;,827;SOP;SUP
019025002;7896641000638;KG;5,05;CER;SUP
071144005;7897173002022;UN;2,49;PID;SUP
071145005;7897173002039;UN;2,487407;PID;SUP
014020019;7896052601448;UN;1,139286;CERV;SUP
041626039;7896071014717;PCT;2,186;BOM;SUP
045583027;7897042003518;FR;2,97;HPE;SUP
028015004;7899989902473;UN;,99;ESP;SUP
072028010;7896022203504;PCT;3,24;MSF;SUP
023144012;7898914315340;PCT;1,77;MSS;SUP
011387007;7898164662591;UN;2,7675;SUC;SUP
080325030;7896440501343;FR;4,506667;GER;SUP
040093017;7896641000164;PCT;,75;MAC;SUP
023188012;7898914315029;PCT;1,39;MSS;SUP
011135020;7892840808020;UN;2,878333;SUC;SUP
044159013;7891010030476;UN;7,52;HCA;SUP
025019003;7891095003815;UN;1,225;SOP;SUP
075015002;7897904050353;PCT;5,547667;PMA;SUP
075016002;7897904045441;PCT;12,538;PMA;SUP
075017002;7897904045199;PCT;9,291;PMA;SUP
073254002;7893000038554;PCT;4,588;CGL;SUP
140041010;7898307295013;LAT;7;AUT;SUP
140042002;7896636543669;LAT;9,815;AUT;SUP
140043003;7896636542389;LAT;129,85;AUT;SUP
140044011;7898307290971;LAT;4,8;AUT;SUP
140045003;7896636542266;FR;104,73;AUT;SUP
140046012;7898286720490;PC;12;AUT;SUP
140047012;7898286720124;PC;5,5;AUT;SUP
140048012;7898286720148;PC;7,38;AUT;SUP
140049012;7898286720155;PC;7;AUT;SUP
140050012;7898286724979;PC;12,6;AUT;SUP
140052012;7898286722142;PC;12;AUT;SUP
140053013;7899188801157;PC;8,99;AUT;SUP
140054013;7895236000442;PC;10,25;AUT;SUP
096057016;7898226270276;PCT;8,078;ANI;SUP
546004001;9990003004628;UN;15;REDEA;PVE
495005001;9990000222841;UN;37,3;RAC;PVE
429012002;7898070960187;UN;8,48;SERING;PVE
494003002;7899999999012;KG;,499993;MIL;PVE
080286066;7896075995180;FR;2,35;GER;SUP
017070006;7896028200484;GF;12,9;VIN;SUP
025048010;7891000529201;UN;,841;SOP;SUP
025050010;7891000529003;UN;1,666333;SOP;SUP
025051010;7891000014936;UN;,8825;SOP;SUP
025052010;7891000528808;UN;1,666333;SOP;SUP
025053010;7891000036297;UN;,79425;SOP;SUP
025054010;7891000014912;UN;,8825;SOP;SUP
011164022;7891098000040;UN;1,777667;SUC;SUP
065280002;7891025103660;UN;5;IOU;SUP
027092026;7899989900684;VD;24,178333;TEM;SUP
367044016;7896185983299;UN;42;CARRAP;PVE
363057013;7891217010615;UN;21,866;ANTIB;PVE
367081021;7898043432314;FR;65,96;CARRAP;PVE
363071005;7898019860455;FR;24,175833;ANTIB;PVE
363072013;7891217010691;FR;20,04;ANTIB;PVE
041039025;7898292885206;UN;3,13;BOM;SUP
041367025;7898292883974;UN;1,664167;BOM;SUP
011280044;7896045030019;CX;2,0295;SUC;SUP
041368002;7891008023602;UN;2,45;BOM;SUP
041369002;7891008027402;UN;2,128372;BOM;SUP
041372006;8000500026731;PCT;6,11;BOM;SUP
960055022;7898170980245;UN;2,17;BAZAR;SUP
960056022;7898170980221;UN;2,01;BAZAR;SUP
960058023;7896036551318;UN;3,54;BAZAR;SUP
960059023;7896036511664;UN;3,58;BAZAR;SUP
020021003;7891095100361;UN;2,099167;GRA;SUP
176010002;7891602238617;UN;112,04;ARA;PVE
018014007;7891099691087;EV;,56;INS;SUP
021039011;7896685601297;UN;1,678824;FAR;SUP
018003001;7896267100316;LT;2,38;INS;SUP
731038002;7899990010389;UN;1,000834;PROPAD;PPA
023169019;7898347080099;PCT;4,585;MSS;SUP
372013001;7898368760246;GL;34,406;DETERG;PVE
12086001;7894900530032;LT;1,33685;REF;SUP
011353001;7622300504274;EV;,595042;SUC;SUP
011354001;7622300504250;EV;,595042;SUC;SUP
071028002;7891193010227;UN;4,056667;PID;SUP
12151025;7897123884074;PET;1,377895;REF;SUP
041647001;7891000041567;UN;6,48;BOM;SUP
041648010;7896077069896;PCT;1,2;BOM;SUP
045592008;7891010690359;UN;1,13;HPE;SUP
010031028;7891095010400;UN;1,775;GOR;SUP
036454002;7891962020600;PCT;1,014;BIS;SUP
038181006;7896051115014;UN;2,068333;SOB;SUP
041649001;7891000421000;UN;1,62;BOM;SUP
041650030;7895800464595;PCT;1,3;BOM;SUP
122062005;7897677000203;PC;6,004167;TAL;SUP
028089008;7891095154203;PCT;,497;ESP;SUP
037179037;7898056230365;VD;2,7;DOC;SUP
044474002;7899026412576;FR;6,82;HCA;SUP
363049023;7896370104348;UN;20,065125;ANTIB;PVE
363073023;7896370104812;FR;24,21;ANTIB;PVE
363019025;7896006200284;UN;24,48;ANTIB;PVE
808002002;7891268209921;FR;25,48;DIVET;PVE
809001001;7898913146136;FR;4,034063;SOLU;PVE
140069013;7899188801270;PC;11,6;AUT;SUP
038124009;7896072058185;UN;,85;SOB;SUP
140007002;7896636543379;FR;14,5;AUT;SUP
140008002;7896636541702;FR;15,103333;AUT;SUP
140009002;7896636541979;GL;138,95;AUT;SUP
140010002;7896636543393;FR;7,89125;AUT;SUP
140011002;7896636540781;GL;135;AUT;SUP
140095012;7898286720971;PC;10,33;AUT;SUP
140096012;7898286720919;PC;8,86;AUT;SUP
071112002;7891193020110;UN;3,7;PID;SUP
071113002;7891193010128;PCT;4,263;PID;SUP
065221027;7896691100067;UN;3,3;IOU;SUP
080149040;7898422749866;UN;3,72;GER;SUP
044120008;7899026419445;UN;3,17;HCA;SUP
044012002;7899026419520;UN;5,63;HCA;SUP
044135002;7899026419537;UN;5,8;HCA;SUP
073081012;7898080810038;UN;1,110625;CGL;SUP
028078007;7898270963346;UN;1,49;ESP;SUP
027070021;7898400800077;UN;7;TEM;SUP
023069002;7896205722075;UN;2,19225;MSS;SUP
023070002;7896205722068;UN;1,449844;MSS;SUP
023071002;7896205722198;UN;1,984286;MSS;SUP
023059002;7896205756360;UN;1,792312;MSS;SUP
023078006;7891079012031;UN;1,055;MSS;SUP
023079006;7891079008041;UN;1,015;MSS;SUP
023080006;7891079008010;UN;1,07;MSS;SUP
023081006;7891079008034;UN;1,87;MSS;SUP
023082006;7891079012024;UN;1,015;MSS;SUP
023083007;7896022203146;UN;,47265;MSS;SUP
140062013;7899188801232;PC;9,24;AUT;SUP
140063015;7892415458483;PC;8,83;AUT;SUP
140064013;9990004200500;PC;6,64;AUT;SUP
140065016;7896643620919;PC;18,25;AUT;SUP
140066013;7895236009452;PC;9,7;AUT;SUP
140067012;7898286722517;PC;13,5;AUT;SUP
140068013;7899188801287;PC;12,25;AUT;SUP
140070013;7899188802666;PC;13,67;AUT;SUP
140071012;7898286722012;PC;25;AUT;SUP
140072012;7898286722173;PC;27;AUT;SUP
140073012;7898286722296;PC;15,4;AUT;SUP
122059011;7896849400223;PC;1,818333;TAL;SUP
122060011;7896849400230;PC;2,6052;TAL;SUP
122061011;7896849400247;PC;2,123333;TAL;SUP
065222027;7896691100043;UN;3,3;IOU;SUP
065223027;7896691103006;UN;1,5;IOU;SUP
050119015;7896018702790;FR;1,1788;PIN;SUP
011291022;7891098038456;CX;3,49;SUC;SUP
038095053;7896005279182;UN;1,69;SOB;SUP
096059006;7896048970138;PCT;12,842609;ANI;SUP
12127003;7896629700857;PET;1,298333;REF;SUP
041422002;7891008144703;UN;42,108333;BOM;SUP
080004006;7896690801507;UN;,892222;GER;SUP
011293045;7896629700819;LAT;2,5;SUC;SUP
021069008;7896540202805;PCT;1,997917;FAR;SUP
960126043;7898903386139;UN;,398167;BAZAR;SUP
960126044;7898903386016;UN;,33;BAZAR;SUP
960125044;7898903386078;UN;,33;BAZAR;SUP
603009021;7896491403887;UN;1,9492;VEST;SEG
023042003;7896022200572;UN;1,121667;MSS;SUP
023084007;7896022201920;UN;,4839;MSS;SUP
023085007;7896022201944;UN;,363243;MSS;SUP
023086007;7896022201906;UN;,47265;MSS;SUP
023087007;7896022202101;UN;,483867;MSS;SUP
023088007;7896022201913;UN;,47265;MSS;SUP
023089007;7896022201890;UN;,47265;MSS;SUP
023090007;7896022203122;UN;,415;MSS;SUP
023086008;7896022201869;UN;,38;MSS;SUP
023089008;7896022201852;UN;,272151;MSS;SUP
023092008;7896022203993;UN;,365556;MSS;SUP
023086001;7896021303977;UN;,574;MSS;SUP
023088001;7896021306312;UN;,58;MSS;SUP
023093009;7891079000250;UN;,526667;MSS;SUP
020023002;7897436502023;UN;1,255;GRA;SUP
041653016;7898024394099;CX;,78075;BOM;SUP
019026023;7891095600243;KG;3,827778;CER;SUP
011388032;7896629700741;UN;,575;SUC;SUP
011389011;7898390820314;UN;,809655;SUC;SUP
029109003;7896387010243;LT;1,03;VEG;SUP
023139012;7898914315111;PCT;1,07;MSS;SUP
019023004;7896641000553;PCT;5,782512;CER;SUP
011330016;7891132001286;EV;,630667;SUC;SUP
080287019;7891242451575;FR;1,68;GER;SUP
114029001;7891238013619;UN;2,96;FEG;SUP
140119002;7896636543904;UN;12,9;AUT;SUP
132089005;7896897603379;UN;6,8;UPL;SUP
023120005;7896193800298;UN;1,467059;MSS;SUP
023121005;7896193800113;PCT;3,31;MSS;SUP
023122005;7896193800229;PCT;3,12;MSS;SUP
023123005;7896193800335;PCT;2,215526;MSS;SUP
023126004;7896022201746;UN;2,584167;MSS;SUP
023127004;7896022200046;UN;2,39;MSS;SUP
023128004;7896022202705;UN;1,784091;MSS;SUP
023052003;7896022200480;UN;1,039231;MSS;SUP
023061003;7896022202996;UN;,9025;MSS;SUP
023074003;7896022200862;UN;1,806582;MSS;SUP
023075003;7896022200879;UN;1,13;MSS;SUP
023076003;7896022200886;UN;2,009444;MSS;SUP
023077003;7896022203115;UN;1,13;MSS;SUP
023070003;7896022202972;UN;1,14;MSS;SUP
023071003;7896022202989;UN;1,13;MSS;SUP
023062003;7896022203443;UN;1,11;MSS;SUP
011111015;7891099354944;UN;,6;SUC;SUP
065265027;7896691102610;UN;1,89;IOU;SUP
065266027;7896691100159;UN;1;IOU;SUP
065268027;7896691103068;FR;1;IOU;SUP
065269027;7896691100098;UN;6,654;IOU;SUP
065270027;7896691100081;UN;3,3;IOU;SUP
065271027;7896691103136;UN;1,5;IOU;SUP
065272027;7896691100685;UN;1;IOU;SUP
047219017;7898185410065;UN;3,18;HBU;SUP
047220017;7898185411475;UN;2,05;HBU;SUP
047221017;7898185410027;UN;4,73;HBU;SUP
047222017;7898185410010;UN;4,35;HBU;SUP
036455008;7896111421734;PCT;1,543333;BIS;SUP
020012002;7897436500487;UN;1,116923;GRA;SUP
020007002;7897436500494;UN;1,101304;GRA;SUP
020015002;7897436500470;UN;1,095;GRA;SUP
020016002;7897436500500;UN;1,118444;GRA;SUP
041654005;7898024393535;UN;8,33;BOM;SUP
071147020;7896022203214;PCT;,56;PID;SUP
041655001;7891000063675;UN;11,43;BOM;SUP
011390057;7898904636455;UN;,79;SUC;SUP
011391057;7898904636233;UN;2,26;SUC;SUP
011392057;7898904636264;UN;2,56;SUC;SUP
011393057;7898904636585;UN;1,53;SUC;SUP
036009029;7896058600704;UN;,66;BIS;SUP
960060022;7898170988050;UN;5,72;BAZAR;SUP
111002020;7898169443645;CX;17,91;TBC;SUP
111020021;7898169442549;CX;17,5;TBC;SUP
111021022;7898169444222;CX;21;TBC;SUP
111002016;7898004563002;CX;21;TBC;SUP
038149047;7896028030654;UN;1,622792;SOB;SUP
038214030;7896899101675;SAC;6,866875;SOB;SUP
901007013;9990000681013;KG;2,82;INSPRA;MAT
024011002;7896102502503;PT;2,6525;TOM;SUP
024010004;7896021304240;PT;1,16;TOM;SUP
024012005;7891234001979;PT;,644796;TOM;SUP
024013005;7891234001825;PT;2,31;TOM;SUP
024014007;7891042100192;PT;1,643103;TOM;SUP
047223017;7898185410164;UN;2,986;HBU;SUP
047224017;7898185410256;UN;3,53;HBU;SUP
047225017;7898185410249;UN;3,53;HBU;SUP
010004005;7891107111910;LT;4,017;GOR;SUP
037021007;7891089061692;UN;2,156667;DOC;SUP
080312016;7891024127643;FR;2,38875;GER;SUP
407005004;7897799509707;UN;83,591667;CARRIB;PVE
047248002;7891024123201;UN;2,750833;HBU;SUP
041614020;7896058503999;PCT;,002;BOM;SUP
047249003;7891528039817;UN;2,167083;HBU;SUP
034001001;7894000010038;UN;7,236167;FIN;SUP
035029001;7896005802519;UN;6,102381;MAT;SUP
036077009;7891000919507;UN;1,0316;BIS;SUP
010003005;7891107111934;LT;4,3012;GOR;SUP
030003002;7896031224088;UN;4,743333;DCC;SUP
115019006;7891200007899;UN;2,62;PINTRE;SUP
073224011;7898080811332;PT;7,62;CGL;SUP
136151002;7896359012435;UN;14,15;ART;SUP
136152002;7896359012411;UN;9,14;ART;SUP
136153026;7898071461089;UN;12,6;ART;SUP
267006008;7898162003617;UN;12,38;MNG;USC
267007008;7898162003624;UN;12,38;MNG;USC
023129004;7896022201999;UN;1,674;MSS;SUP
023131004;7896022201340;UN;2,73;MSS;SUP
024001001;7891700205047;PT;1,29;TOM;SUP
024002001;7891700205139;PT;1,64;TOM;SUP
024003002;7896102502213;PT;,928;TOM;SUP
024002002;7896102502220;PT;1,537083;TOM;SUP
024003003;7896387016924;PT;1,235;TOM;SUP
024005001;7891700205320;PT;21,955;TOM;SUP
024004002;7896102502404;PT;12,78;TOM;SUP
024007001;7896036094983;PT;2,65;TOM;SUP
024008001;7891700205306;PT;4,551333;TOM;SUP
024009004;7896021304233;PT;,913125;TOM;SUP
024009002;7896102502152;PT;,839375;TOM;SUP
024010002;7896102502305;PT;1,241528;TOM;SUP
137215001;7896523107271;UN;1,542;ARF;SUP
011314031;7891000079706;LAT;2,474167;SUC;SUP
040076005;7891000082096;PCT;2,005;MAC;SUP
048087017;7891010886530;PCT;,01;HIN;SUP
027020008;7891132014019;UN;3,23;TEM;SUP
017003002;7896051202004;LT;1,765;VIN;SUP
026028012;7896007811311;UN;1,54;COD;SUP
131042001;7891232515164;UN;20,69;ALU;SUP
537001001;9990005531740;UN;15,938865;CORDA;PVE
079088021;7891035012501;UN;6,99;LRO;SUP
080171002;7891035245008;UN;3,1;GER;SUP
049027002;7891051029583;UN;8,653333;TOU;SUP
136060008;7897191601085;UN;2,93;ART;SUP
960125043;7898903386160;UN;,34;BAZAR;SUP
094008001;7896899105406;SCH;1,103;CVS;SUP
051036006;7898079000334;UN;1,08;FARMA;SUP
045476049;7898361080242;UN;3,47;HPE;SUP
017066051;7898278141166;GF;10,96;VIN;SUP
140109002;7896636541962;GL;158,205714;AUT;SUP
049159018;7591066680297;CJ;2,35;TOU;SUP
082055013;7894650001493;UN;7,94;IRE;SUP
024029010;7897517206130;PT;1,193906;TOM;SUP
267008008;7898923075198;UN;12,713333;MNG;USC
136154003;7896835235501;UN;23,66;ART;SUP
554204009;7896314706515;UN;6,03;DIV;USC
136204005;7896314706560;UN;13,31;ART;SUP
440008002;7896230501102;UN;4,256;PREG;PVE
440009002;7896230502017;UN;4,522;PREG;PVE
440010002;7896230502031;UN;4,496667;PREG;PVE
217946002;7891960350051;UN;2,359048;TET;USC
487008002;7892767070180;UN;19,53;BRINC;PVE
731161010;7896899105833;UN;2,543333;PROPAD;PPA
960183037;7897677000579;UN;34,53;BAZAR;SUP
023094009;7891079011768;UN;,86;MSS;SUP
023095009;7891079000236;UN;,86;MSS;SUP
023097009;7891079000311;UN;,490526;MSS;SUP
023098009;7891079001547;UN;,4905;MSS;SUP
023100009;7891079001561;UN;,86;MSS;SUP
023101009;7891079001523;UN;,86;MSS;SUP
023102009;7891079001509;UN;,86;MSS;SUP
023103009;7891079000229;UN;,86;MSS;SUP
024015007;7891700206020;PT;1,45;TOM;SUP
024014003;7896387017266;PT;2,26;TOM;SUP
024016007;7891700205061;PT;2,539259;TOM;SUP
024017007;7891700205078;PT;1,69875;TOM;SUP
024018007;7891700202558;PT;6,157;TOM;SUP
024019003;7896387016948;PT;1,435;TOM;SUP
024019002;7896102502565;PT;,92;TOM;SUP
024019004;7896021304554;PT;1,83;TOM;SUP
024019007;7896036094969;PT;2,050917;TOM;SUP
024021007;7891700204668;PT;2,035294;TOM;SUP
024022007;7891700204729;PT;2,677429;TOM;SUP
024023007;7891700204705;PT;2,217143;TOM;SUP
024024007;7896036095102;PT;2,42;TOM;SUP
024025003;7896387017860;PT;3,47;TOM;SUP
